Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
13. IA & automatisation,Vision metier (analyse photos menage/degats avant-apres),"Vision presente mais minimale : upload jusqu'a 3 images dans le chat (Claude Vision), VisionTokenUsageService suit l'usage tokens et leve une alerte de seuil. Aucun usage metier productise (pas d'analyse avant/apres menage, pas de detection de degats, pas de scoring d'etat). Score 1/3.",Vision metier limitee. Score 1/3.,Pas de vision metier dediee mise en avant. Score 1/3.,Differenciation,"Workflow housekeeper : photo avant + photo apres -> verdict proprete + liste d'anomalies (objets, taches, casse) + score, rattachement a l'intervention et a la propriete, preuve horodatee pour litige caution.","Service de comparaison vision (prompt structure sortie JSON : items, severite, zones) reutilisant PhotoStorageService (S3/BYTEA) et les content blocks image base64 deja en place ; persistance OrgVisionAlert etendue + entite VisionInspection liee a l'intervention ; suivi cout via VisionTokenUsageService.",Verdicts et libelles localises FR/EN/AR ; preuve photo horodatee exploitable comme justificatif dans les juridictions FR/MA/KSA.,"service/agent/vision/VisionTokenUsageService.java, PhotoStorageService, model/OrgVisionAlert.java, service interventions/menage, content blocks image AgentOrchestrator",M,P2
13. IA & automatisation,Resumes IA (conversation / sejour),ABSENT : pas de tool ni de service de resume de fil de conversation ou de sejour. L'historique est mappe (ConversationHistoryMapper) mais aucune synthese auto. Score 0/3.,Resumes IA partiels. Score 2/3.,Resumes integres aux agents Communication/Reviews. Score 2/3.,Parite,"Bouton resumer sur un fil/sejour, resume structure (points cles, demandes en suspens, sentiment), digest quotidien optionnel par propriete, integration au briefing assistant existant.",Tool summarize_conversation/summarize_stay reutilisant ConversationHistoryMapper + ConversationService ; appel LLM avec sortie structuree ; brancher sur BriefingComposer (briefing/ deja en place) pour les digests ; cache du resume cote message.,Resumes generes dans la langue de l'operateur (FR/EN/AR) quelles que soient les langues du fil ; synthese cross-langue d'un fil mixte arabe/francais.,"service/agent/ConversationHistoryMapper.java, service/agent/briefing/BriefingComposer.java, service/ConversationService.java, nouveau tool de resume",S,P2
13. IA & automatisation,RAG / knowledge base (embeddings 2-stage),"Atout reel : RAG pgvector 2-stage (EmbeddingService Voyage/OpenAI 1024d + RerankService over-fetch x4 puis rerank Voyage), tables kb_document/kb_chunk org-scopees, tool search_knowledge_base + auto-injection des chunks au-dela du seuil de pertinence, ingestion .md idempotente. Plus avance que la moyenne PMS. Score 2.5/3.",Base de connaissances IA via add-on/tiers. Score 3/3.,Agents entraines sur 13 ans de donnees verticales + base proprietaire. Score 3/3.,Differenciation,"Ingestion multi-format (PDF, livret d'accueil, mandats), reindexation auto a la mise a jour des docs, citation des sources dans les reponses, base par org + base globale Clenzy.",Etendre IngestionService au-dela du .md (extraction PDF) ; conserver le 2-stage ; verifier la dimension d'embedding pour l'arabe (voyage-3-lite multilingue) ; index ivfflat cosine deja en place ; relevance-threshold ajustable par langue.,Embeddings multilingues pour indexer/recuperer des chunks arabes (RTL) ; seuil de pertinence calibre AR ; base de connaissances de conformite ZATCA/TVA ingeree par marche.,"service/agent/kb/EmbeddingService.java, RerankService.java, KbSearchService.java, IngestionService.java, tools/SearchKnowledgeBaseTool.java, prompt/sections/RagContextSection.java",M,P2
13. IA & automatisation,Assistant en arabe (NLP / RTL),"Partiel : le LLM (Claude/GPT) comprend l'arabe nativement et i18n FR/EN/AR existe deja cote app, mais aucune adaptation IA dediee (system prompt AR, rendu RTL du panneau assistant, exemples few-shot AR, ton localise). Score ~1.5/3.",Multi-langue IA generique. Score 2/3.,Multi-langue IA avance. Score 3/3.,Parite,"Detection automatique de la langue du message, reponses en arabe naturel (dialectal toleré, reponse en arabe standard), interface assistant RTL, exemples few-shot arabes pour les intentions frequentes.",PromptSection/ExamplesSection conditionnelles a locale=ar (ExampleLoader deja extensible) ; rendu RTL du widget assistant cote front ; modele compatible (Claude Sonnet/GPT-4o gerent l'arabe) ; tests de qualite de comprehension AR.,"Coeur de la strategie KSA/Maroc : arabe = langue principale guest et operateur ; RTL bout en bout ; coherence terminologique metier en arabe (sejour, caution, menage).","prompt/sections/ExamplesSection.java, ExampleLoader.java, RoleSection.java, OutputFormatSection.java, i18n locales/ar.json, widget assistant front (dir=rtl)",M,P1
13. IA & automatisation,IA d'aide a la conformite (ZATCA / TVA),ABSENT : aucune assistance IA a la conformite fiscale. Pas de tool ni de base de connaissances reglementaire KSA (ZATCA e-invoicing) ou TVA multi-pays. Score 0/3.,Pas d'IA de conformite dediee. Score 0/3.,Finance agents (pas de conformite ZATCA explicite). Score 1/3.,Differenciation,"Q/R reglementaire sourcee (ZATCA phase 2, TVA FR/MA/KSA), verification de conformite d'une facture (mentions obligatoires, format), alerte sur facture non conforme, aide a la generation au bon format.",Base de connaissances reglementaire ingeree par pays (RAG existant) + tool check_invoice_compliance s'appuyant sur les regles par marche ; couplage avec AnomalyDetectionService pour les ecarts ; sourcing obligatoire (anti-hallucination renforcee sur le fiscal).,"ZATCA e-invoicing (QR, hash, format XML) pour KSA, regimes TVA FR/MA/KSA distincts, mentions legales par pays ; reponses bilingues AR/EN pour KSA.","service/agent/kb/IngestionService.java (base reglementaire), nouveau tool check_invoice_compliance, AnomalyDetectionService, integration facturation, prompt/sections/AntiHallucinationSection.java",L,P2
13. IA & automatisation,IA de pricing / revenue management,"Socle dormant : flag clenzy.ai.features.pricing-ai=false, circuit-breaker ai-pricing configure, EmpiricalElasticityEstimator + tool simulate_pricing_change presents (simulation, pas application auto). PriceEngine 6 niveaux existe sans pilotage IA. Score 1/3.",Dynamic pricing via partenaires (PriceLabs/Wheelhouse) integres. Score 2/3.,Revenue agent dans Agent Hub + dynamic pricing natif/integre. Score 3/3.,Parite,"Suggestions de tarif par nuit avec justification (demande, evenements, meteo), simulation d'impact CA/occupancy, application en 1 clic ou semi-auto sous bornes min/max definies par l'hote.",Activer le flag pricing-ai par org ; brancher EmpiricalElasticityEstimator + GetLocalEventsTool/GetWeatherForecastTool + GetOccupancyForecastTool sur des RateOverride proposes ; garder simulate_pricing_change comme dry-run obligatoire ; bornes de securite par propriete.,"Calibrage par marche (saisonnalite Ramadan/Hajj pour KSA, evenements locaux MA/FR) ; devises EUR/MAD/SAR ; arrondis BigDecimal compareTo (regle audit).","service/agent/simulation/EmpiricalElasticityEstimator.java, tools/SimulatePricingChangeTool.java, GetOccupancyForecastTool.java, GetLocalEventsTool.java, PriceEngine, flag clenzy.ai.features.pricing-ai",L,P2
13. IA & automatisation,Insights / analyse de portefeuille IA,"Socle reel mais flag off : package portfolio/ (PortfolioPatternRegistry + detecteurs HighCancellationRate, CitySatisfactionLow, config YAML), tools analyze_portfolio/get_business_insights/get_properties_performance, flag analytics-ai=false. Detection de patterns cross-portefeuille prete. Score 1.5/3.","Reporting analytics, IA analytique limitee. Score 2/3.",Insights pilotes par agents (Revenue/Operations/Reviews). Score 3/3.,Parite,"Tableau d'insights proactifs (patterns detectes + severite + action suggeree), narration en langage naturel des KPI, alertes sur derive de performance par propriete/ville.","Activer analytics-ai par org ; etendre PortfolioPatternRegistry (nouveaux detecteurs = beans + YAML, OCP) ; brancher analyze_portfolio sur le copilote ; narration LLM des agregats ; pas d'entite JPA exposee (DTO records).",Segmentation des insights par pays/devise ; patterns culturels (saisonnalite MENA) ; narration localisee FR/EN/AR.,"service/agent/portfolio/PortfolioPatternRegistry.java, PortfolioPatternDetector.java, detecteurs, tools/AnalyzePortfolioTool.java, GetBusinessInsightsTool.java, flag clenzy.ai.features.analytics-ai",M,P2
13. IA & automatisation,Memoire long terme de l'assistant,Atout differenciant : AssistantMemoryService + AssistantMemory (org-scope) + tools remember_fact/forget_fact + MemorySection injectee dans le prompt + AssistantMemoryCleanupScheduler. L'assistant retient preferences et faits entre sessions. Rare chez les concurrents. Score 2/3.,Pas de memoire long terme assistant. Score 0/3.,"Agents avec contexte temps reel, memoire persistante non mise en avant. Score 1/3.",Differenciation,"Extraction automatique de faits depuis les conversations (vs remember_fact manuel), memoire scopee par propriete/guest, vue de gestion des memoires (consulter/oublier), respect de la duree de retention.",Etendre AssistantMemoryService (extraction LLM post-tour) ; scoping par entityType/entityId ; conserver le cleanup scheduler ; injection ciblee dans MemorySection selon le contexte d'ecran ; ownership org strict.,"Faits memorises dans la langue d'origine + restitution dans la langue de l'operateur ; preferences guest par marche (canal, langue).","service/AssistantMemoryService.java, model/AssistantMemory.java, tools/RememberFactTool.java, ForgetFactTool.java, prompt/sections/MemorySection.java, scheduler/AssistantMemoryCleanupScheduler.java",S,P3
13. IA & automatisation,Moteur d'automatisations (workflow agentique),"Deux briques : AutomationRule evenementiel (6 declencheurs cycle de vie, scheduler, idempotence) et WorkflowEngine/WorkflowService/WorkflowRegistry (definitions + validation) cote agent avec tools start_workflow/advance_workflow. Base solide mais peu de declencheurs et pas de branchements riches. Score 2/3.","Automatisations riches multi-action, segments, branchements. Score 3/3.",Operations agent + automatisations avancees multi-canal/multi-condition (AI Task Creation). Score 3/3.,Parite,"Generation auto de taches/interventions depuis une detection (anomalie, message), nouveaux declencheurs (paiement, avis, message sans reponse), branchements conditionnels, actions multiples par regle, choix de canal dynamique.",Etendre AutomationTrigger/AutomationAction ; relier WorkflowEngine a AnomalyDetectionService pour declencher des workflows ; tool create_task pilote par l'IA ; resolution du canal d'envoi par pays a l'execution ; idempotence conservee ; attention auto-invocation @Transactional (regle audit).,"Action SEND_MESSAGE -> WhatsApp au MA/KSA, email/SMS en FR ; declencheurs sensibles a la timezone de la propriete (regle audit dates) ; templates localises.","model/AutomationRule.java, service/agent/workflow/WorkflowEngine.java, WorkflowService.java, WorkflowRegistry.java, tools/StartWorkflowTool.java, AdvanceWorkflowTool.java",M,P2
13. IA & automatisation,Multi-provider LLM (Anthropic / OpenAI / Bedrock),"Atout d'architecture : ChatLLMRouter (@Primary) dispatch ChatRequest.provider() vers AnthropicChatProvider ou OpenAiChatProvider (OpenAI-compatible : OpenAI/NVIDIA/Bedrock), AssistantTargetResolver par cle, budget tokens (token-budget enforced). Souverainete et resilience superieures aux concurrents mono-fournisseur. Score 3/3.","Provider IA opaque, pas de choix expose. Score 1/3.",Stack IA proprietaire mono-ecosysteme + serveur MCP en ouverture. Score 2/3.,Differenciation,"Selection du provider par organisation (souverainete/cout), fallback automatique en cas d'indisponibilite, choix de modele par tache (routing leger pour le routing, lourd pour le raisonnement).",Conserver ChatLLMRouter ; ajouter une strategie de fallback inter-provider ; exposer le provider par org dans les parametres ; circuit-breakers ai-* deja configures (Resilience4j) ; budget tokens par org (token-budget.enforced).,"Hebergement modele en region adaptee (EU pour FR/MA, choix conforme pour KSA/PDPL) ; provider Bedrock utile pour des exigences de residence des donnees.","config/ai/ChatLLMRouter.java, AnthropicChatProvider, OpenAiChatProvider, service/agent/AssistantTargetResolver.java, clenzy.ai.* (token-budget, providers), resilience4j ai-*",S,P2
